boundary,file,line,snippet
FILESYSTEM,scripts/validate-bhm-p21.14-source-reclassification.py,105,report = validate(args.repo_root.resolve())
FILESYSTEM,scripts/validate-bhm-p21.14-source-reclassification.py,107,"args.report.write_text(json.dumps(report, indent=2, ensure_ascii=False) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.15-parser-parity.py,48,path.write_bytes(payload)
FILESYSTEM,scripts/validate-bhm-p21.15-parser-parity.py,54,"with tempfile.TemporaryDirectory(prefix=""bhm-p21-15-"", dir=repo) as raw:"
FILESYSTEM,scripts/validate-bhm-p21.15-parser-parity.py,55,root = Path(raw)
FILESYSTEM,scripts/validate-bhm-p21.15-parser-parity.py,85,"parser.add_argument(""--repo-root"", type=Path, default=Path(__file__).resolve().parents[1])"
FILESYSTEM,scripts/validate-bhm-p21.15-parser-parity.py,88,report = validate(args.repo_root.resolve())
FILESYSTEM,scripts/validate-bhm-p21.15-parser-parity.py,90,"args.report.write_text(json.dumps(report, indent=2, ensure_ascii=False) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.16-change-impact.py,71,repo_root = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p21.16-change-impact.py,91,"args.report.write_text(json.dumps(report, indent=2, ensure_ascii=False) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.17-source-delta.py,32,return hashlib.sha256(path.read_bytes()).hexdigest()
FILESYSTEM,scripts/validate-bhm-p21.17-source-delta.py,39,"registry = json.loads(Path(""config/source-registry.json"").read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-p21.17-source-delta.py,45,"manifest_paths = sorted(Path("".src"").glob(""*/SOURCE-MANIFEST.json""))"
FILESYSTEM,scripts/validate-bhm-p21.17-source-delta.py,46,"manifest_path = next((path for path in manifest_paths if json.loads(path.read_text(encoding=""utf-8"")).get(""source_id"") == source_id), None)"
FILESYSTEM,scripts/validate-bhm-p21.17-source-delta.py,47,existing = [path for path in evidence if Path(path).exists()]
FILESYSTEM,scripts/validate-bhm-p21.17-source-delta.py,50,"manifest = json.loads(manifest_path.read_text(encoding=""utf-8"")) if manifest_path else {}"
FILESYSTEM,scripts/validate-bhm-p21.17-source-delta.py,62,"""evidence_hashes"": {path: sha256(Path(path)) for path in existing},"
FILESYSTEM,scripts/validate-bhm-p21.17-source-delta.py,79,"args.report.write_text(json.dumps(report, indent=2, ensure_ascii=False) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.18-source-freeze.py,23,"registry = json.loads(Path(""config/source-registry.json"").read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-p21.18-source-freeze.py,26,"manifests = sorted(Path("".src"").glob(""*/SOURCE-MANIFEST.json""))"
FILESYSTEM,scripts/validate-bhm-p21.18-source-freeze.py,27,"manifest_data = [json.loads(path.read_text(encoding=""utf-8"")) for path in manifests]"
FILESYSTEM,scripts/validate-bhm-p21.18-source-freeze.py,28,"delta = json.loads(Path("".docs/ops/bhm-p21.17-wi35-source-delta-2026-07-21.json"").read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-p21.18-source-freeze.py,29,"cbm = json.loads(Path(""config/cbm-integration.json"").read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-p21.18-source-freeze.py,34,"gitignore = Path("".gitignore"").read_text(encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.18-source-freeze.py,35,"dockerignore = Path("".dockerignore"").read_text(encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.18-source-freeze.py,89,"args.report.write_text(json.dumps(report, indent=2, ensure_ascii=False) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.19-toolchain-ledger.py,33,"missing = [path for path in entry[""evidence""] if not Path(path).exists()]"
FILESYSTEM,scripts/validate-bhm-p21.19-toolchain-ledger.py,51,"args.report.write_text(json.dumps(report, indent=2, ensure_ascii=False) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.2-golden-benchmark.py,13,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p21.2-golden-benchmark.py,70,"args.report.write_text(json.dumps(report, ensure_ascii=False, indent=2, sort_keys=True) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.20-local-security-acceptance.py,19,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p21.20-local-security-acceptance.py,138,"args.report.write_text(json.dumps(report, ensure_ascii=False, indent=2, sort_keys=True) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.4-packaging-profiles.py,14,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p21.4-packaging-profiles.py,43,"archive_sha = hashlib.sha256(ARCHIVE.read_bytes()).hexdigest() if archive_ok else """""
FILESYSTEM,scripts/validate-bhm-p21.4-packaging-profiles.py,94,"args.report.write_text(json.dumps(report, ensure_ascii=False, indent=2, sort_keys=True) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.6-data-contract.py,12,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p21.6-data-contract.py,106,"args.report.write_text(json.dumps(contract, ensure_ascii=False, indent=2, sort_keys=True) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p21.7-9-boundaries.py,12,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p21.7-9-boundaries.py,71,"args.report.write_text(json.dumps(report, ensure_ascii=False, indent=2, sort_keys=True) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p22-activation.py,21,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p22-activation.py,32,return sha256_bytes(path.read_bytes())
FILESYSTEM,scripts/validate-bhm-p22-activation.py,68,"config = json.loads(CONFIG.read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-p22-activation.py,106,"args.report.write_text(json.dumps(payload, ensure_ascii=False, indent=2) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p22-continuity.py,13,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p22-continuity.py,114,"path.write_text(json.dumps(report, ensure_ascii=False, indent=2) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p23.1-small-repo.py,29,"with path.open(""rb"") as handle:"
FILESYSTEM,scripts/validate-bhm-p23.1-small-repo.py,168,"with tempfile.TemporaryDirectory(prefix=""bhm-p23.1-copy-"") as raw_copy:"
FILESYSTEM,scripts/validate-bhm-p23.1-small-repo.py,169,copy_root = Path(raw_copy) / root.name
FILESYSTEM,scripts/validate-bhm-p23.1-small-repo.py,170,"shutil.copytree(root, copy_root, ignore=shutil.ignore_patterns("".git"", "".venv"", ""__pycache__""))"
FILESYSTEM,scripts/validate-bhm-p23.1-small-repo.py,174,"marker.write_text(""temporary CBM smoke marker\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p23.1-small-repo.py,218,"report_path.write_text(json.dumps(report, ensure_ascii=False, indent=2) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p23.2-compatibility-disposition.py,106,"output.write_text(json.dumps(report, ensure_ascii=False, indent=2) + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p28-acceptance.py,18,return hashlib.sha256(path.read_bytes()).hexdigest()
FILESYSTEM,scripts/validate-bhm-p28-acceptance.py,48,path = Path(value)
FILESYSTEM,scripts/validate-bhm-p28-acceptance.py,58,evidence_path = candidate.resolve()
FILESYSTEM,scripts/validate-bhm-p28-acceptance.py,72,root = repo_root.resolve()
FILESYSTEM,scripts/validate-bhm-p28-acceptance.py,74,"crosswalk = json.loads(crosswalk_path.read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-p28-acceptance.py,155,"parser.add_argument(""--repo"", type=Path, default=Path(__file__).resolve().parents[1])"
FILESYSTEM,scripts/validate-bhm-p28-dependency-import-graph.py,50,"tree = ast.parse(path.read_text(encoding=""utf-8""), filename=str(path))"
FILESYSTEM,scripts/validate-bhm-p28-dependency-import-graph.py,120,"parser.add_argument(""--repo"", type=Path, default=Path(__file__).resolve().parents[1])"
FILESYSTEM,scripts/validate-bhm-p28-dependency-import-graph.py,123,report = _collect(args.repo.resolve())
FILESYSTEM,scripts/validate-bhm-p28-dependency-import-graph.py,127,"args.output.write_text(payload, encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p28-provenance-attestation.py,10,"sys.path.insert(0, str(Path(__file__).resolve().parents[1] / ""src""))"
FILESYSTEM,scripts/validate-bhm-p28-provenance-attestation.py,17,"parser.add_argument(""--repo"", type=Path, default=Path(__file__).resolve().parents[1])"
FILESYSTEM,scripts/validate-bhm-p28-provenance-attestation.py,27,"args.report.write_text(rendered, encoding=""utf-8"", newline=""\n"")"
FILESYSTEM,scripts/validate-bhm-p28-provenance-boundary.py,10,"sys.path.insert(0, str(Path(__file__).resolve().parents[1] / ""src""))"
FILESYSTEM,scripts/validate-bhm-p28-provenance-boundary.py,17,"parser.add_argument(""--repo"", type=Path, default=Path(__file__).resolve().parents[1])"
FILESYSTEM,scripts/validate-bhm-p28-provenance-boundary.py,25,"args.report.write_text(rendered, encoding=""utf-8"", newline=""\n"")"
FILESYSTEM,scripts/validate-bhm-p28-wi108-semantic-freshness.py,197,"payload = json.loads(path.read_text(encoding=""utf-8-sig""))"
FILESYSTEM,scripts/validate-bhm-p28-wi114-git-impact-receipt.py,126,"evidence = json.loads(args.input.read_text(encoding=""utf-8-sig""))"
FILESYSTEM,scripts/validate-bhm-p28-wi138-git-history-correlation.py,84,"payload = json.loads(args.input.read_text(encoding=""utf-8-sig""))"
FILESYSTEM,scripts/validate-bhm-p28-wi180-live-semantic.py,22,REPO_ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p28-wi180-live-semantic.py,27,"_WI82_PATH = Path(__file__).with_name(""validate-bhm-p28-wi82-semantic-quality.py"")"
FILESYSTEM,scripts/validate-bhm-p28-wi68-component-inventory.py,12,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p28-wi68-component-inventory.py,16,return hashlib.sha256(path.read_bytes()).hexdigest()
FILESYSTEM,scripts/validate-bhm-p28-wi68-component-inventory.py,42,digest.update(hashlib.sha256(path.read_bytes()).digest())
FILESYSTEM,scripts/validate-bhm-p28-wi68-component-inventory.py,92,digest.update(hashlib.sha256(path.read_bytes()).digest())
FILESYSTEM,scripts/validate-bhm-p28-wi68-component-inventory.py,123,"data = json.loads(inventory_path.read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-p28-wi68-component-inventory.py,124,"manifest = json.loads(manifest_path.read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-p28-wi68-component-inventory.py,192,"Path(args.report).write_text(rendered, encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p28-wi82-semantic-quality.py,28,REPO_ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p28-wi83-git-impact.py,34,"with tempfile.TemporaryDirectory(prefix=""bhm-wi83-"") as temporary:"
FILESYSTEM,scripts/validate-bhm-p28-wi83-git-impact.py,35,root = Path(temporary)
FILESYSTEM,scripts/validate-bhm-p28-wi83-git-impact.py,89,"args.report.write_text(payload, encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p28-wi83-watch-backpressure.py,43,"with tempfile.TemporaryDirectory(prefix=""bhm-p28-wi83-"") as temporary:"
FILESYSTEM,scripts/validate-bhm-p28-wi83-watch-backpressure.py,44,workspace = Path(temporary)
FILESYSTEM,scripts/validate-bhm-p28-wi83-watch-backpressure.py,139,"args.report.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p28-wi97-semantic-relevance.py,21,REPO_ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p28-wi97-semantic-relevance.py,109,"args.output.write_text(payload, encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-p28-wi99-cross-repo-history.py,10,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-p28-wi99-cross-repo-history.py,45,"args.output.write_text(payload, encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-portable-install.ps1,79,Expand-Archive -LiteralPath (Resolve-Path -LiteralPath $ReleaseArchive).Path -DestinationPath $tempRoot -Force
FILESYSTEM,scripts/validate-bhm-portable-install.ps1,186,"Remove-Item ""Env:$name"" -ErrorAction SilentlyContinue"
FILESYSTEM,scripts/validate-bhm-portable-install.ps1,189,Remove-Item -LiteralPath $tempRoot -Recurse -Force -ErrorAction SilentlyContinue
FILESYSTEM,scripts/validate-bhm-qdrant-runtime.py,15,REPO_ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-qdrant-runtime.py,42,compose_path = args.compose.resolve()
FILESYSTEM,scripts/validate-bhm-qdrant-runtime.py,43,launcher_path = args.launcher.resolve()
FILESYSTEM,scripts/validate-bhm-qdrant-runtime.py,45,"compose_path.read_text(encoding=""utf-8""),"
FILESYSTEM,scripts/validate-bhm-qdrant-runtime.py,46,"launcher_text=launcher_path.read_text(encoding=""utf-8""),"
FILESYSTEM,scripts/validate-bhm-release-postinstall.ps1,178,Remove-Item -LiteralPath $tempRoot -Recurse -Force -ErrorAction SilentlyContinue
FILESYSTEM,scripts/validate-bhm-retrieval-benchmark.py,15,REPO_ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-static-encoding.py,27,"text = path.read_bytes().decode(""utf-8"")"
FILESYSTEM,scripts/validate-bhm-static-encoding.py,40,root = root.resolve()
FILESYSTEM,scripts/validate-bhm-static-encoding.py,50,"parser.add_argument(""--root"", type=Path, default=Path(""src/blackholememory/static""))"
FILESYSTEM,scripts/validate-bhm-upgrade-rollback.ps1,34,$reader = [IO.StreamReader]::new($entry.Open())
FILESYSTEM,scripts/validate-bhm-upgrade-rollback.ps1,93,Remove-Item -LiteralPath $Destination -Recurse -Force
FILESYSTEM,scripts/validate-bhm-upgrade-rollback.ps1,96,Copy-Item -LiteralPath $Source -Destination $Destination -Recurse -Force
FILESYSTEM,scripts/validate-bhm-upgrade-rollback.ps1,165,Copy-Item -LiteralPath $entry.FullName -Destination $installRoot -Recurse -Force
FILESYSTEM,scripts/validate-bhm-upgrade-rollback.ps1,177,Remove-Item -LiteralPath $tamperTarget -Force
FILESYSTEM,scripts/validate-bhm-upgrade-rollback.ps1,201,Remove-Item -LiteralPath $workRoot -Recurse -Force -ErrorAction SilentlyContinue
FILESYSTEM,scripts/validate-bhm-wi00-source-passport.py,16,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi00-source-passport.py,26,return hashlib.sha256(path.read_bytes()).hexdigest()
FILESYSTEM,scripts/validate-bhm-wi00-source-passport.py,53,"integration = json.loads(integration_path.read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-wi00-source-passport.py,114,"args.report.write_text(rendered, encoding=""utf-8"", newline=""\n"")"
FILESYSTEM,scripts/validate-bhm-wi01-repository-index.py,24,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi01-repository-index.py,110,"with tempfile.TemporaryDirectory(prefix=""bhm-wi01-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi01-repository-index.py,111,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi01-repository-index.py,307,"args.report.write_text(rendered, encoding=""utf-8"", newline=""\n"")"
FILESYSTEM,scripts/validate-bhm-wi02-code-graph.py,21,REPO_ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi02-code-graph.py,84,"flags = json.loads(CONFIG_PATH.read_text(encoding=""utf-8"")).get(""feature_flags"") or {}"
FILESYSTEM,scripts/validate-bhm-wi02-code-graph.py,90,"registry = json.loads(REGISTRY_PATH.read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-wi02-code-graph.py,109,"with tempfile.TemporaryDirectory(prefix=""bhm-wi02-"") as temp:"
FILESYSTEM,scripts/validate-bhm-wi02-code-graph.py,110,temp_root = Path(temp)
FILESYSTEM,scripts/validate-bhm-wi02-code-graph.py,168,output = Path(args.report).expanduser().resolve()
FILESYSTEM,scripts/validate-bhm-wi02-code-graph.py,170,"output.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi03-code-graph-query.py,29,REPO_ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi03-code-graph-query.py,38,"with path.open(""rb"") as handle:"
FILESYSTEM,scripts/validate-bhm-wi03-code-graph-query.py,82,"payload = json.loads(CONFIG_PATH.read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-wi03-code-graph-query.py,89,"payload = json.loads(REGISTRY_PATH.read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-wi03-code-graph-query.py,114,"with tempfile.TemporaryDirectory(prefix=""bhm-wi03-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi03-code-graph-query.py,115,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi03-code-graph-query.py,216,"cli_payload = json.loads(cli_report.read_text(encoding=""utf-8"")) if cli_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi03-code-graph-query.py,221,"benchmark_payload = json.loads(benchmark_report.read_text(encoding=""utf-8"")) if benchmark_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi03-code-graph-query.py,239,output = Path(args.report).expanduser().resolve()
FILESYSTEM,scripts/validate-bhm-wi03-code-graph-query.py,241,"output.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi04-conventions.py,27,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi04-conventions.py,35,return hashlib.sha256(path.read_bytes()).hexdigest()
FILESYSTEM,scripts/validate-bhm-wi04-conventions.py,56,"payload = json.loads(CONFIG_PATH.read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-wi04-conventions.py,63,"payload = json.loads(REGISTRY_PATH.read_text(encoding=""utf-8""))"
FILESYSTEM,scripts/validate-bhm-wi04-conventions.py,88,"with tempfile.TemporaryDirectory(prefix=""bhm-wi04-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi04-conventions.py,89,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi04-conventions.py,138,"cli_payload = json.loads(cli_report.read_text(encoding=""utf-8"")) if cli_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi04-conventions.py,144,"benchmark_payload = json.loads(benchmark_report.read_text(encoding=""utf-8"")) if benchmark_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi04-conventions.py,161,output = Path(args.report).expanduser().resolve()
FILESYSTEM,scripts/validate-bhm-wi04-conventions.py,163,"output.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi05-session-capture.py,22,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi05-session-capture.py,112,"with tempfile.TemporaryDirectory(prefix=""bhm-wi05-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi05-session-capture.py,113,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi05-session-capture.py,115,"fixture_path.write_text(json.dumps(fixture, ensure_ascii=False), encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi05-session-capture.py,120,"cli_payload = json.loads(cli_report.read_text(encoding=""utf-8"")) if cli_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi05-session-capture.py,124,"benchmark_payload = json.loads(benchmark_report.read_text(encoding=""utf-8"")) if benchmark_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi05-session-capture.py,144,target = Path(args.report).expanduser().resolve()
FILESYSTEM,scripts/validate-bhm-wi05-session-capture.py,146,"target.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi06-memory-graph.py,21,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi06-memory-graph.py,41,return hashlib.sha256(path.read_bytes()).hexdigest()
FILESYSTEM,scripts/validate-bhm-wi06-memory-graph.py,54,"with tempfile.TemporaryDirectory(prefix=""bhm-wi06-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi06-memory-graph.py,55,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi06-memory-graph.py,80,"fixture_path.write_text(json.dumps(fixture, ensure_ascii=False), encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi06-memory-graph.py,85,"cli_payload = json.loads(cli_report.read_text(encoding=""utf-8"")) if cli_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi06-memory-graph.py,89,"benchmark_payload = json.loads(benchmark_report.read_text(encoding=""utf-8"")) if benchmark_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi06-memory-graph.py,97,target = Path(args.report).expanduser().resolve()
FILESYSTEM,scripts/validate-bhm-wi06-memory-graph.py,99,"target.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi07-task-graph.py,22,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi07-task-graph.py,36,return hashlib.sha256(path.read_bytes()).hexdigest()
FILESYSTEM,scripts/validate-bhm-wi07-task-graph.py,49,"with tempfile.TemporaryDirectory(prefix=""bhm-wi07-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi07-task-graph.py,50,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi07-task-graph.py,74,"fixture_path.write_text(json.dumps(fixture, ensure_ascii=False), encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi07-task-graph.py,79,"cli_payload = json.loads(cli_report.read_text(encoding=""utf-8"")) if cli_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi07-task-graph.py,83,"benchmark_payload = json.loads(benchmark_report.read_text(encoding=""utf-8"")) if benchmark_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi07-task-graph.py,91,target = Path(args.report).expanduser().resolve()
FILESYSTEM,scripts/validate-bhm-wi07-task-graph.py,93,"target.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi08-unified-context.py,25,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi08-unified-context.py,31,return hashlib.sha256(path.read_bytes()).hexdigest()
FILESYSTEM,scripts/validate-bhm-wi08-unified-context.py,65,"with tempfile.TemporaryDirectory(prefix=""bhm-wi08-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi08-unified-context.py,66,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi08-unified-context.py,96,"items_path.write_text(json.dumps(_source_items()), encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi08-unified-context.py,99,"cli_payload = json.loads(cli_report.read_text(encoding=""utf-8"")) if cli_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi08-unified-context.py,103,"benchmark_payload = json.loads(benchmark_report.read_text(encoding=""utf-8"")) if benchmark_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi08-unified-context.py,111,output = Path(args.report).expanduser().resolve()
FILESYSTEM,scripts/validate-bhm-wi08-unified-context.py,113,"output.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi09-llm-code-fabric.py,20,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi09-llm-code-fabric.py,52,"with tempfile.TemporaryDirectory(prefix=""bhm-wi09-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi09-llm-code-fabric.py,53,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi09-llm-code-fabric.py,58,"cli_payload = json.loads(cli_report.read_text(encoding=""utf-8"")) if cli_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi09-llm-code-fabric.py,62,"benchmark_payload = json.loads(benchmark_report.read_text(encoding=""utf-8"")) if benchmark_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi09-llm-code-fabric.py,70,target = Path(args.report).expanduser().resolve()
FILESYSTEM,scripts/validate-bhm-wi09-llm-code-fabric.py,72,"target.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi10-factories.py,20,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi10-factories.py,53,"with tempfile.TemporaryDirectory(prefix=""bhm-wi10-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi10-factories.py,54,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi10-factories.py,56,"fixture_path.write_text(json.dumps(fixture, ensure_ascii=False), encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi10-factories.py,61,"cli_payload = json.loads(cli_report.read_text(encoding=""utf-8"")) if cli_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi10-factories.py,65,"benchmark_payload = json.loads(benchmark_report.read_text(encoding=""utf-8"")) if benchmark_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi10-factories.py,73,target = Path(args.report).expanduser().resolve()
FILESYSTEM,scripts/validate-bhm-wi10-factories.py,75,"target.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi11-unified-mcp.py,20,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi11-unified-mcp.py,36,return hashlib.sha256(path.read_bytes()).hexdigest()
FILESYSTEM,scripts/validate-bhm-wi11-unified-mcp.py,73,"with tempfile.TemporaryDirectory(prefix=""bhm-wi11-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi11-unified-mcp.py,74,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi11-unified-mcp.py,76,"fixture_path.write_text(json.dumps(fixture, ensure_ascii=False), encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi11-unified-mcp.py,81,"cli_payload = json.loads(cli_report.read_text(encoding=""utf-8"")) if cli_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi11-unified-mcp.py,85,"benchmark_payload = json.loads(benchmark_report.read_text(encoding=""utf-8"")) if benchmark_report.exists() else {}"
FILESYSTEM,scripts/validate-bhm-wi11-unified-mcp.py,103,target = Path(args.report).expanduser().resolve()
FILESYSTEM,scripts/validate-bhm-wi11-unified-mcp.py,105,"target.write_text(rendered + ""\n"", encoding=""utf-8"")"
FILESYSTEM,scripts/validate-bhm-wi12-human-ui.py,18,ROOT = Path(__file__).resolve().parents[1]
FILESYSTEM,scripts/validate-bhm-wi12-human-ui.py,64,"with tempfile.TemporaryDirectory(prefix=""bhm-wi12-validator-"") as raw:"
FILESYSTEM,scripts/validate-bhm-wi12-human-ui.py,65,temp = Path(raw)
FILESYSTEM,scripts/validate-bhm-wi12-human-ui.py,67,"fixture_path.write_text(json.dumps(fixture, ensure_ascii=False), encoding=""utf-8"")"
